Wall time,Step,Value
1630539846.0201998,49,0.6520688533782959
1630539897.4809217,199,0.6168266534805298
1630539913.8526459,249,0.6116860508918762
1630540031.8979864,549,0.5722657442092896
1630540049.2375772,599,0.5339661836624146
1630540101.2254782,749,0.5725259780883789
1630540134.5294986,799,0.5597116947174072
1630540187.1316342,949,0.6134588122367859
1630540204.489061,999,0.5514405965805054
1630540221.8965468,1049,0.5309128165245056
1630540272.2296996,1149,0.485567182302475
1630540289.5764282,1199,0.5271191596984863
1630540340.436597,1349,0.4701078236103058
1630540357.5406184,1399,0.5622528791427612
1630540392.444477,1499,0.5198890566825867
1630540476.4484918,1699,0.5002583861351013
1630540529.6176662,1849,0.5165866017341614
1630540562.5804925,1899,0.5216985940933228
1630540580.4602919,1949,0.5079540610313416
1630540598.2760975,1999,0.4826480448246002
1630540615.9331048,2049,0.4805414080619812
1630540753.023582,2399,0.48402467370033264
1630540769.7778466,2449,0.44608592987060547
1630540786.5265083,2499,0.5122241377830505
1630540820.0952098,2599,0.5201583504676819
1630540852.2265863,2649,0.49339452385902405
1630540885.5841367,2749,0.45500344038009644
1630540901.7908626,2799,0.5109837055206299
1630540935.6575818,2899,0.5034106969833374
1630541001.2401385,3049,0.4791874885559082
1630541017.9208796,3099,0.49436697363853455
1630541034.4406078,3149,0.46626976132392883
1630541050.7513776,3199,0.5571146011352539
1630541083.8874683,3299,0.5023272633552551
1630541100.353489,3349,0.5203195214271545
1630541117.0833077,3399,0.4708680808544159
1630541149.0075645,3449,0.47261273860931396
1630541182.2598164,3549,0.43950146436691284
1630541198.9198654,3599,0.461728572845459
1630541311.9377964,3899,0.4510689079761505
1630541343.9369793,3999,0.45329833030700684
1630541359.7564628,4049,0.48326706886291504
1630541391.3627877,4149,0.48963895440101624
1630541422.9190814,4199,0.48362231254577637
1630541454.5857399,4299,0.5157971978187561
1630541470.4071317,4349,0.4489027261734009
1630541517.8579016,4499,0.48331552743911743
1630541548.6438372,4549,0.48642343282699585
1630541627.6393023,4799,0.5029681921005249
1630541706.1764712,4999,0.5189954042434692
1630541721.9895225,5049,0.46145060658454895
1630541769.5209267,5199,0.4543133080005646
1630541832.0107834,5349,0.4665236175060272
1630541847.711663,5399,0.44313448667526245
1630541879.1061108,5499,0.45425620675086975
1630541894.7743576,5549,0.4719963073730469
1630541973.8035567,5749,0.5048868060112
1630542005.1977808,5849,0.4558313190937042
1630542099.3239615,6099,0.47070854902267456
1630542162.1946852,6299,0.41549888253211975
1630542177.9132302,6349,0.505598247051239
1630542224.834201,6449,0.45477616786956787
1630542256.2497113,6549,0.5131522417068481
1630542271.9822185,6599,0.40273454785346985
1630542287.7185934,6649,0.4868105947971344
1630542319.1845338,6749,0.45641106367111206
1630542366.2481363,6849,0.45731988549232483
1630542381.9581919,6899,0.42241957783699036
1630542490.7785285,7199,0.46233516931533813
1630542506.5238254,7249,0.4555661976337433
1630542537.9151187,7349,0.48477596044540405
1630542553.5912993,7399,0.42420366406440735
1630542600.7301679,7549,0.4109508991241455
1630542726.1611993,7899,0.4271547794342041
1630542772.871596,7999,0.44341516494750977
1630542788.5605514,8049,0.41319698095321655
1630542819.9637764,8149,0.428959459066391
1630542851.431883,8249,0.46955135464668274
1630542898.3850012,8349,0.4717559218406677
1630542961.2645192,8549,0.4306354224681854
1630542976.985233,8599,0.43660062551498413
1630542992.6960516,8649,0.40316981077194214
1630543054.3646722,8799,0.442561537027359
1630543070.0563934,8849,0.46353328227996826
1630543085.7243743,8899,0.4366861879825592
1630543101.4343293,8949,0.4178754687309265
1630543132.847766,9049,0.4997764527797699
1630543164.1117303,9099,0.3824077546596527
1630543211.25545,9249,0.4639210104942322
1630543227.0044758,9299,0.44746166467666626
1630543242.7463422,9349,0.48763179779052734
1630543305.2802143,9499,0.44503888487815857
1630543320.9584472,9549,0.433810830116272
1630543336.670824,9599,0.4048379361629486
1630543352.381646,9649,0.45148834586143494
1630543399.55746,9799,0.4400539696216583
1630543461.199627,9949,0.45648321509361267
1630543476.9004421,9999,0.4139783978462219
1630543492.6289349,10049,0.4443761110305786
1630543524.0874598,10149,0.4201653003692627
1630543539.7723854,10199,0.37866005301475525
1630543570.8595994,10249,0.4425952732563019
1630543586.6399724,10299,0.4700102210044861
1630543618.0954626,10399,0.44647490978240967
1630543649.5627992,10499,0.4191036820411682
1630543696.35785,10599,0.4519711434841156
1630543727.7779098,10699,0.4849429726600647
1630543759.2454193,10799,0.41309815645217896
1630543775.01684,10849,0.5331564545631409
1630543806.4716613,10949,0.47951188683509827
1630543837.577252,10999,0.47924119234085083
1630543853.2641892,11049,0.4109039604663849
1630543868.9954236,11099,0.4025129973888397
1630543884.710053,11149,0.4670088589191437
1630543916.1122184,11249,0.4034164547920227
1630543931.8143783,11299,0.42393234372138977
1630544009.4790635,11499,0.40142059326171875
1630544056.6864693,11649,0.4328629970550537
1630544119.5416195,11799,0.4639780819416046
1630544150.970932,11899,0.4279271364212036
1630544166.7127388,11949,0.43519309163093567
1630544182.4295251,11999,0.435230016708374
1630544229.4799042,12099,0.42482227087020874
1630544245.2227533,12149,0.38712164759635925
1630544276.6193905,12249,0.45999324321746826
1630544292.3437092,12299,0.39744508266448975
1630544308.0617766,12349,0.3941153287887573
1630544323.794455,12399,0.4382808804512024
1630544417.432818,12649,0.4651728570461273
1630544433.153342,12699,0.470681756734848
1630544448.8668694,12749,0.47381120920181274
1630544511.1395218,12899,0.42110487818717957
1630544526.8302128,12949,0.43446555733680725
1630544542.5403264,12999,0.4380364418029785
1630544558.2683454,13049,0.39629408717155457
1630544589.7430127,13149,0.3975293040275574
1630544730.3342206,13549,0.4277901351451874
1630544746.0695708,13599,0.46524983644485474
1630544807.8002605,13749,0.44858497381210327
1630544823.4823875,13799,0.43904057145118713
1630544839.2254536,13849,0.3930259943008423
1630544870.6403117,13949,0.4126856029033661
1630544916.858241,14049,0.418701708316803
1630544948.2768788,14149,0.4505407512187958
1630544963.97486,14199,0.44084373116493225
1630544995.4287798,14299,0.39377927780151367
1630545041.3897257,14399,0.4252260625362396
1630545057.060007,14449,0.42540642619132996
1630545088.4016082,14549,0.4693187475204468
1630545182.3548481,14799,0.405570924282074
1630545198.0411632,14849,0.5056474208831787
1630545213.7487686,14899,0.4497883915901184
1630545229.467607,14949,0.4715200960636139
1630545245.1999745,14999,0.4008235037326813
1630545338.4153433,15249,0.40874770283699036
1630545369.8668213,15349,0.40750032663345337
1630545385.5901337,15399,0.4185405373573303
1630545401.3315709,15449,0.44600412249565125
1630545432.0951023,15499,0.4149167835712433
1630545479.240204,15649,0.43845418095588684
1630545494.9862754,15699,0.3813127875328064
1630545542.1358807,15849,0.4028281569480896
1630545588.3607712,15949,0.38078635931015015
1630545604.0827365,15999,0.42510318756103516
1630545651.246042,16149,0.4151226580142975
1630545682.6738257,16249,0.4527417719364166
1630545776.7750905,16499,0.44634661078453064
1630545792.5104182,16549,0.42076390981674194
1630545808.2352998,16599,0.4093312919139862
1630545838.5067153,16649,0.43423253297805786
1630545854.1924138,16699,0.4298184812068939
1630545917.0536344,16899,0.4680207669734955
1630545932.7751048,16949,0.5116594433784485
1630545979.6276815,17049,0.472003698348999
1630546026.7286134,17199,0.4589199125766754
1630546042.495165,17249,0.45108357071876526
1630546058.2060225,17299,0.4991787374019623
1630546073.9192548,17349,0.4015606641769409
1630546119.9434125,17449,0.4901319146156311
1630546151.324997,17549,0.4286753237247467
1630546182.7746468,17649,0.4206962287425995
1630546198.4916754,17699,0.4358333647251129
1630546214.204567,17749,0.3911607563495636
1630546244.4621212,17799,0.4159664213657379
1630546291.553963,17949,0.4186376631259918
1630546322.9788363,18049,0.4527634382247925
1630546369.868123,18149,0.43148505687713623
1630546385.8827279,18199,0.4681813716888428
1630546401.585079,18249,0.42543092370033264
1630546417.3069103,18299,0.4271235466003418
1630546433.0277796,18349,0.3507438898086548
1630546448.723212,18399,0.46046000719070435
1630546464.4238079,18449,0.36577990651130676
1630546573.5661187,18749,0.41426149010658264
1630546620.7215126,18899,0.4180855453014374
1630546651.6062083,18949,0.4376676380634308
1630546714.4277277,19149,0.41011008620262146
1630546776.4495864,19299,0.49089547991752625
1630546792.147387,19349,0.40028658509254456
1630546839.3426013,19499,0.39198917150497437
1630546855.0643525,19549,0.4086078703403473
1630546870.7846606,19599,0.45666345953941345
1630546886.4903104,19649,0.42514368891716003
1630546916.4460716,19699,0.43538448214530945
1630546932.1580324,19749,0.43488338589668274
1630546947.8898604,19799,0.40162020921707153
1630546963.612354,19849,0.4272508919239044
1630546979.3031788,19899,0.42995038628578186
1630546995.0365689,19949,0.38066965341567993
1630547010.7801871,19999,0.34333035349845886
1630547057.053389,20099,0.40582582354545593
1630547072.7480037,20149,0.4173550307750702
1630547104.1844149,20249,0.4269927442073822
1630547181.4734771,20449,0.4168815016746521
1630547197.1422024,20499,0.41707611083984375
1630547244.284859,20649,0.3915039598941803
1630547260.0018675,20699,0.3724161982536316
1630547275.7288296,20749,0.41666853427886963
1630547306.507523,20799,0.4360792934894562
1630547353.5702968,20949,0.38567957282066345
1630547400.7227244,21099,0.37906134128570557
1630547416.4615662,21149,0.4261632263660431
1630547478.095443,21299,0.42420366406440735
1630547493.8016171,21349,0.41566434502601624
1630547571.221794,21549,0.41182002425193787
1630547586.9865732,21599,0.4128500521183014
1630547634.082784,21749,0.4081704616546631
1630547649.803687,21799,0.3893856108188629
1630547665.5157208,21849,0.3942902088165283
1630547681.2385464,21899,0.41678109765052795
1630547712.347782,21949,0.38464421033859253
1630547728.2884884,21999,0.40588945150375366
1630547743.9761333,22049,0.38283759355545044
1630547759.659609,22099,0.4006730318069458
1630547791.0865993,22199,0.4182009696960449
1630547806.8068671,22249,0.44137105345726013
1630547822.5181394,22299,0.40734225511550903
1630547852.7123625,22349,0.41551530361175537
1630547915.5199618,22549,0.4293060898780823
1630547931.2289436,22599,0.39319702982902527
1630547946.9291344,22649,0.3885953724384308
1630547978.283369,22699,0.3813108205795288
1630547993.98768,22749,0.43998560309410095
1630548025.3959653,22849,0.4151892364025116
1630548056.84703,22949,0.44517242908477783
1630548088.2644436,23049,0.3712582290172577
1630548118.329173,23099,0.390809029340744
1630548134.0321085,23149,0.38464877009391785
1630548165.444786,23249,0.36780914664268494
1630548181.1764233,23299,0.434575617313385
1630548196.893924,23349,0.4368043541908264
1630548243.8762171,23449,0.402951180934906
1630548275.3171623,23549,0.40803831815719604
1630548338.1636033,23749,0.4187665283679962
1630548353.8457942,23799,0.3610854744911194
1630548415.2634814,23949,0.39193594455718994
1630548430.970361,23999,0.44167041778564453
1630548446.6560085,24049,0.3786102831363678
1630548462.3506882,24099,0.37665218114852905
1630548478.0588455,24149,0.4182341396808624
1630548508.3586679,24199,0.4075782597064972
1630548524.067168,24249,0.4227810800075531
1630548555.4782624,24349,0.40149441361427307
1630548571.1892211,24399,0.4394252598285675
1630548586.9057229,24449,0.37525060772895813
1630548602.6181922,24499,0.3981297016143799
1630548648.7035973,24599,0.33455905318260193
1630548695.8118293,24749,0.45593929290771484
1630548773.2728398,24949,0.4090701639652252
1630548820.4275265,25099,0.4189709722995758
1630548836.125625,25149,0.44557878375053406
1630548851.8357475,25199,0.4421863853931427
1630548913.5761623,25349,0.3524625599384308
1630548944.9690773,25449,0.40554279088974
1630548960.6686113,25499,0.40902936458587646
1630548976.3884938,25549,0.3941531181335449
1630548992.1114542,25599,0.4067530930042267
1630549007.8261564,25649,0.4404832124710083
1630549023.520942,25699,0.393362432718277
1630549054.0827405,25749,0.3625026047229767
1630549101.2016397,25899,0.39276912808418274
1630549116.921102,25949,0.3980715870857239
1630549132.6374624,25999,0.4368329644203186
1630549148.381534,26049,0.4122041165828705
1630549210.351956,26199,0.40850934386253357
1630549334.7102966,26549,0.4031037986278534
1630549381.8500988,26699,0.4299810230731964
1630549397.5722795,26749,0.4192722737789154
1630549443.6909218,26849,0.3994469940662384
1630549459.4523387,26899,0.3811216652393341
1630549475.1510885,26949,0.48450401425361633
1630549490.8377125,26999,0.3903445899486542
1630549506.5396585,27049,0.4001891613006592
1630549537.9666395,27149,0.3671484589576721
1630549553.6805995,27199,0.37509217858314514
1630549583.8989248,27249,0.4388967454433441
1630549615.270568,27349,0.41607049107551575
1630549630.9789765,27399,0.42455652356147766
1630549678.1437135,27549,0.40600478649139404
1630549724.1391783,27649,0.3904951512813568
1630549755.5379636,27749,0.37725937366485596
1630549771.2483125,27799,0.38213270902633667
1630549786.964821,27849,0.41532737016677856
1630549896.18507,28149,0.3883633613586426
1630549911.901037,28199,0.38323497772216797
1630549927.6210961,28249,0.43915843963623047
1630550005.1404836,28449,0.38248562812805176
1630550052.279215,28599,0.36888357996940613
1630550083.7275584,28699,0.4629538059234619
1630550145.8759384,28849,0.34357115626335144
1630550208.7289822,29049,0.38700228929519653
1630550286.443179,29249,0.4337696433067322
1630550302.1561255,29299,0.3848387598991394
1630550317.8598769,29349,0.4014429450035095
1630550349.2567077,29449,0.4276979863643646
1630550379.649247,29499,0.38329872488975525
1630550395.3982022,29549,0.4388691484928131
1630550411.1029687,29599,0.4012044072151184
1630550426.787885,29649,0.3916093111038208
1630550458.1852634,29749,0.35223203897476196
1630550489.587406,29849,0.3695029318332672
1630550519.8217707,29899,0.3345833718776703
1630550535.5345953,29949,0.4117310345172882
1630550551.2604995,29999,0.40849053859710693
1630550582.7189717,30099,0.4219214618206024
1630550598.4220862,30149,0.4203534722328186
1630550614.180267,30199,0.36969032883644104
1630550660.2825663,30299,0.41494467854499817
1630550707.4164338,30449,0.40086597204208374
1630550738.8462813,30549,0.423700213432312
1630550801.8654916,30699,0.3932023346424103
1630550817.5606236,30749,0.43439531326293945
1630550848.9568837,30849,0.338619589805603
1630550880.3947167,30949,0.4020845293998718
1630550927.75673,31049,0.38078436255455017
1630550959.192664,31149,0.43759164214134216
1630550974.886029,31199,0.37199345231056213
1630551021.9669487,31349,0.36009544134140015
1630551052.30853,31399,0.42458203434944153
1630551068.023526,31449,0.3868120610713959
1630551083.7518952,31499,0.3579643666744232
1630551146.5913281,31699,0.40667879581451416
1630551193.121068,31799,0.37943756580352783
1630551224.470158,31899,0.3394318222999573
1630551271.6125152,32049,0.39465224742889404
1630551287.3454523,32099,0.40959906578063965
1630551317.9261239,32149,0.4662136137485504
1630551333.5917976,32199,0.4350220859050751
1630551349.2953203,32249,0.3589708209037781
1630551364.9938014,32299,0.37141406536102295
1630551427.936138,32499,0.37447577714920044
1630551474.1766484,32599,0.4598548412322998
1630551489.869285,32649,0.41186657547950745
1630551505.568395,32699,0.3867281377315521
1630551521.2753208,32749,0.40145352482795715
1630551536.9848766,32799,0.3716773986816406
1630551599.1358118,32949,0.3852902948856354
1630551614.823215,32999,0.36668047308921814
1630551630.5225928,33049,0.39445754885673523
1630551754.9532075,33399,0.38771575689315796
1630551802.1133692,33549,0.37700703740119934
1630551896.7629402,33799,0.4225785732269287
1630551912.5047565,33849,0.39160510897636414
1630551928.236721,33899,0.40130117535591125
1630551989.8701842,34049,0.39555227756500244
1630552021.2487442,34149,0.40592020750045776
1630552036.959861,34199,0.38816240429878235
1630552052.69307,34249,0.37049487233161926
1630552115.2622573,34399,0.3824644684791565
1630552194.4895065,34649,0.3722531795501709
1630552225.900883,34749,0.40541449189186096
1630552256.340286,34799,0.37443074584007263
1630552272.0012136,34849,0.359176903963089
1630552287.7192638,34899,0.37083175778388977
1630552319.1326654,34999,0.4198002815246582
1630552366.282153,35149,0.4306119680404663
1630552396.8019252,35199,0.41404303908348083
1630552428.2195523,35299,0.4030109941959381
1630552491.048991,35499,0.3918609321117401
1630552521.8140209,35549,0.3566850423812866
1630552553.2562494,35649,0.3997190296649933
1630552600.3653352,35799,0.33590269088745117
1630552631.778742,35899,0.42725932598114014
1630552678.013019,35999,0.4221039116382599
1630552693.6766903,36049,0.3710431158542633
1630552709.3642492,36099,0.3323172926902771
1630552740.7398756,36199,0.3680063486099243
1630552786.832391,36299,0.4288562834262848
1630552802.5131052,36349,0.3985559046268463
1630552818.2262375,36399,0.3462594747543335
1630552833.924827,36449,0.38337764143943787
1630552849.6321554,36499,0.3938463032245636
1630552881.0199428,36599,0.4063129425048828
1630552896.7033708,36649,0.40947893261909485
1630552926.980345,36699,0.3606995642185211
1630553005.5056689,36949,0.3804968297481537
1630553021.1993504,36999,0.40602707862854004
1630553051.9513624,37049,0.3813059628009796
1630553083.3629513,37149,0.403576135635376
1630553099.0436676,37199,0.4227716028690338
1630553114.7768602,37249,0.3867206573486328
1630553130.513059,37299,0.36395424604415894
1630553254.9920993,37649,0.38162240386009216
1630553302.2380414,37799,0.4023619294166565
1630553332.427964,37849,0.4053410589694977
1630553363.8446565,37949,0.3944557011127472
1630553456.704922,38199,0.3495233356952667
1630553472.5234141,38249,0.4063551127910614
